age,city,city_home,district,educ,encouraged,family_in_city,female,income,kms_to_home,length_residence,married,minority,more_at_home_village,num_calls_to_prior_residence,owns_home,owns_village_property,participates,plan_to_live,pol_active_village,political_efficacy,political_interest,recommend_live,reghelp,trust_city_gov,trust_nat_gov
26,Greenville,4,76,0,0,0,0,1200,16.5448614,7,0,1,1,0,0,0,4.042152107,50,0,4,2,1,0,3,3
22,Greenville,1,41,1,0,0,1,800,20.83657526,18,0,1,3,4,1,0,4.042293699,12,0,4,2,1,1,3,2
29,Blueville,3,50,1,0,3,1,900,180.9137503,9,1,0,4,1,0,1,4.044481022,5,0,4,1,0,0,2,3
19,Blueville,4,7,1,0,3,0,1000,113.3144053,4,1,0,3,7,1,0,4.044851266,100,0,1,3,1,0,2,4
29,Blueville,3,22,1,0,3,1,700,100.583389,1,1,0,3,7,0,0,4.04581843,20,0,2,1,0,0,3,2
20,Blueville,3,2,1,0,0,0,7500,47.33925585,15,0,0,2,21,1,0,4.050972555,60,0,3,2,1,0,1,2
28,Blueville,3,18,0,1,3,1,900,98.02056869,43,1,0,2,0,1,0,4.052615479,30,0,3,2,1,1,2,2
31,Blueville,4,29,1,1,3,1,900,25.49929725,17,1,0,1,1,0,0,4.056343256,100,1,4,1,1,1,2,2
27,Blueville,4,83,1,1,0,0,1000,110.5059688,23,0,0,4,7,1,0,4.064722878,40,0,4,1,1,1,2,4
21,Blueville,4,60,1,0,3,0,1100,25.97178835,20,1,0,1,3,1,0,4.065712776,100,0,2,1,0,1,3,4
25,Blueville,4,19,0,1,1,1,1500,186.9925456,10,1,0,3,8,1,1,4.070805208,50,0,1,1,1,1,2,2
46,Greenville,4,26,0,0,3,0,400,15.91994272,18,1,1,3,4,1,0,4.088073902,50,1,2,2,1,0,2,2
27,Blueville,4,50,1,0,0,0,950,110.928102,14,1,0,3,15,0,0,4.089237444,2,1,4,1,1,0,3,4
32,Greenville,4,21,0,1,3,1,800,17.58697853,14,1,0,4,10,0,0,4.093753911,50,0,1,1,0,0,1,2
31,Greenville,4,44,0,0,3,0,500,5.123386064,8,1,1,3,0,0,0,4.097001441,40,0,2,2,1,0,2,2
22,Blueville,4,45,1,1,0,1,800,121.6559942,23,0,0,1,3,1,1,4.100612959,80,0,4,1,1,1,3,4
18,Greenville,4,28,1,1,0,0,NA,90.66962949,16,0,1,2,7,0,0,4.103663045,50,0,2,1,1,0,3,1
21,Blueville,4,16,1,1,0,1,NA,44.02674548,38,0,0,2,21,1,1,4.104116028,100,0,4,2,1,0,2,1
20,Blueville,4,72,1,1,0,0,1000,129.4420594,20,0,0,4,5,1,0,4.105839944,80,0,4,2,1,0,4,4
35,Greenville,1,62,0,0,3,0,500,16.39722013,15,1,0,3,2,0,0,4.107801506,50,1,2,2,1,0,1,4
34,Greenville,4,26,1,0,3,0,1200,15.90541869,10,1,0,3,3,1,1,4.108915752,30,1,2,2,1,0,3,3
25,Blueville,4,83,1,1,3,1,3000,110.4987788,28,1,0,4,35,1,0,4.114705684,40,0,4,1,1,1,2,3
22,Greenville,4,59,1,1,3,0,300,16.02551643,2,1,0,3,2,0,0,4.115248488,20,1,2,1,1,0,3,4
28,Greenville,1,21,1,1,3,0,700,4.245671261,10,1,0,3,7,0,0,4.118379187,50,1,2,2,0,1,2,2
31,Blueville,4,7,1,0,3,1,800,107.2491311,20,1,0,4,7,1,0,4.120118809,50,1,2,2,1,1,3,4
19,Greenville,4,26,0,0,3,1,500,15.93834977,0,1,1,3,4,1,0,4.122384931,70,1,2,2,1,0,4,3
48,Blueville,4,24,0,1,3,1,NA,125.7035276,21,1,0,3,0,1,0,4.12301427,40,0,4,1,1,1,1,1
28,Blueville,3,60,0,0,3,1,NA,25.54654823,23,1,0,4,14,1,1,4.124710535,0,0,3,2,1,0,1,1
44,Greenville,4,26,0,0,3,1,1000,5.385715877,15,1,1,3,2,1,0,4.12685827,50,1,1,1,0,0,2,2
20,Blueville,4,24,1,1,3,1,1500,152.3746348,9,1,0,4,14,1,1,4.1275005,30,0,3,1,1,0,4,3
30,Greenville,4,65,0,0,0,1,600,20.84576792,16,1,1,2,0,0,0,4.131850767,66,0,3,2,1,0,2,2
23,Greenville,4,28,0,1,3,1,900,99.84568409,16,1,0,4,7,0,1,4.1443294,50,0,4,1,1,1,3,4
37,Greenville,4,28,1,1,3,1,500,90.67328846,10,1,0,1,2,1,0,4.145037752,100,0,3,2,1,1,3,3
37,Greenville,4,78,1,1,3,0,800,66.88258736,7,1,0,2,0,0,0,4.152276019,60,0,3,1,1,1,3,3
23,Blueville,4,55,1,0,3,0,NA,99.36955232,30,1,0,3,21,1,1,4.154313584,45,0,2,1,1,0,2,1
28,Greenville,4,25,1,1,3,1,800,21.35370875,13,1,0,2,0,0,0,4.161693765,30,0,3,1,1,0,2,2
24,Blueville,4,60,1,0,3,0,1800,192.5042783,23,1,0,3,2,1,0,4.164149222,60,0,2,2,1,0,1,4
24,Blueville,4,45,1,1,0,0,800,259.2993557,20,0,1,3,1,1,0,4.167381159,65,0,2,2,1,0,3,4
21,Blueville,3,23,1,1,0,1,NA,182.0414691,18,1,0,3,0,1,1,4.169669666,20,0,4,1,1,0,1,1
20,Greenville,4,58,0,1,0,1,NA,20.11599237,18,0,1,4,0,1,0,4.170404215,20,0,4,1,0,0,2,1
21,Blueville,4,23,1,1,0,1,1000,100.674735,17,0,0,2,2,1,0,4.170471625,50,0,4,1,0,1,2,3
24,Blueville,4,45,1,1,0,1,1000,83.92767108,23,0,1,2,16,1,0,4.174532182,100,0,2,2,1,0,2,4
28,Blueville,4,3,1,1,3,0,600,89.87088813,13,1,0,1,7,0,0,4.180829917,0,0,4,2,1,0,3,4
29,Greenville,4,46,1,0,3,1,600,47.31778162,5,1,0,4,7,0,1,4.188433561,50,0,4,1,1,1,2,4
40,Greenville,4,62,0,0,3,1,NA,20.67431723,18,1,1,3,4,1,0,4.191730484,50,0,2,2,1,0,2,1
21,Blueville,4,43,1,0,0,0,2000,8.532083085,12,0,1,3,14,0,0,4.192690952,40,0,4,1,1,0,2,3
21,Blueville,4,19,0,1,0,0,NA,27.00173296,19,0,0,4,15,1,0,4.193153013,100,0,4,2,1,1,3,1
28,Blueville,4,23,1,1,1,0,800,113.0372105,21,1,0,1,25,1,0,4.198960625,20,0,2,2,0,1,2,3
20,Blueville,4,10,1,0,0,0,800,130.2215899,14,0,0,3,21,1,0,4.203360653,100,0,2,2,1,1,1,2
25,Blueville,4,16,1,1,0,0,NA,54.91055356,20,0,0,1,5,1,0,4.204098108,50,0,4,2,1,0,1,1
27,Greenville,4,65,0,0,3,1,1400,15.80998718,5,1,1,3,5,1,0,4.205722233,90,0,3,1,0,0,2,2
31,Blueville,4,45,1,1,3,0,1000,39.69018464,13,1,0,3,6,0,1,4.20745431,20,1,2,2,1,1,3,2
42,Blueville,4,42,1,0,3,0,1000,122.1324315,18,1,0,3,4,1,0,4.211008316,30,0,1,2,1,0,2,3
33,Blueville,3,51,0,1,3,1,800,107.0333842,8,1,0,4,7,0,1,4.211083935,0,0,4,1,1,1,1,2
40,Greenville,4,69,0,1,3,1,1000,15.07721613,19,1,1,1,0,1,0,4.212396785,48,0,4,1,1,1,4,3
36,Blueville,4,3,1,1,3,1,NA,6.965472563,18,1,0,3,0,1,1,4.218144822,40,0,4,1,1,0,2,1
70,Greenville,4,74,0,1,0,1,150,16.50063863,5,0,0,3,0,0,1,4.222411247,20,1,4,1,1,1,1,4
21,Blueville,4,39,1,0,0,1,1000,184.0043757,21,0,1,1,14,1,0,4.224052801,75,0,3,2,1,0,3,3
21,Greenville,4,9,1,0,3,1,1800,3.956340957,13,1,1,1,1,1,0,4.224484139,50,0,4,1,0,0,2,3
24,Blueville,3,20,0,0,0,1,600,76.7458219,25,0,0,3,4,1,0,4.224987612,100,0,1,1,1,1,3,3
19,Blueville,4,18,0,1,0,1,900,13.72403302,28,0,0,3,8,1,1,4.225030036,80,0,3,1,1,0,2,4
35,Blueville,4,18,0,1,3,0,1500,98.04500636,38,1,0,1,3,1,0,4.236858746,15,0,3,2,1,0,1,2
33,Blueville,3,60,1,0,3,1,600,181.564429,25,1,0,3,21,0,0,4.237398048,0,0,3,1,1,1,2,4
35,Blueville,3,50,0,0,3,1,1000,178.1420796,11,1,0,3,3,1,0,4.237767402,12,1,2,1,1,1,3,3
23,Greenville,4,32,0,0,1,1,600,16.37398125,20,1,0,2,0,1,0,4.241441767,45,0,4,1,1,0,2,4
78,Blueville,4,14,1,0,3,1,1500,35.53326051,58,1,0,2,7,1,0,4.241962154,60,0,4,2,1,0,2,2
25,Blueville,4,20,0,0,0,1,500,110.8142326,9,0,0,4,21,1,1,4.242008058,2,0,3,2,1,0,2,4
33,Blueville,4,19,0,1,3,1,750,26.81863019,68,1,0,4,2,0,0,4.245025483,40,1,2,2,0,1,4,4
28,Blueville,4,7,1,0,3,1,500,118.3724535,19,1,0,1,14,1,0,4.245700329,50,0,4,1,1,1,3,4
30,Blueville,4,43,1,0,3,1,800,193.9818707,30,1,0,3,21,0,0,4.246593834,60,0,2,2,1,0,3,4
19,Blueville,4,20,1,0,0,0,1000,209.660215,23,0,0,2,21,1,0,4.246825701,80,0,2,2,0,1,1,2
65,Blueville,3,67,0,0,3,0,720,28.36427477,23,1,0,4,0,1,0,4.248027297,5,1,1,3,1,0,4,4
21,Blueville,3,50,0,0,3,1,700,172.2130609,6,1,0,4,3,1,1,4.254326268,25,0,3,2,1,0,3,2
19,Blueville,4,16,1,1,0,0,1000,109.9004787,38,0,0,1,2,1,0,4.256885345,100,0,2,2,1,0,3,4
20,Blueville,4,45,1,1,0,0,900,160.6140573,1,0,0,1,7,1,0,4.260278917,50,0,4,1,1,1,3,2
22,Blueville,4,3,1,1,3,1,900,89.86250732,31,1,0,1,14,1,0,4.265875267,2,0,4,1,1,0,3,4
31,Blueville,4,23,1,1,0,0,1200,26.13688484,20,1,1,3,20,0,1,4.270646847,70,0,4,3,1,0,2,3
23,Blueville,4,7,1,0,3,1,1000,129.935916,33,1,0,3,7,1,0,4.273323352,40,1,2,3,1,0,2,4
21,Greenville,4,65,0,0,3,1,600,43.60559444,15,1,1,4,2,1,1,4.280210883,50,0,3,2,1,0,3,2
29,Greenville,4,85,1,1,3,0,800,177.6111435,19,1,0,4,0,1,0,4.280591078,90,0,3,2,1,1,3,3
40,Greenville,4,28,0,1,3,1,500,100.7051684,28,1,0,3,0,1,0,4.281232124,40,0,2,1,1,1,2,3
50,Blueville,4,27,0,0,3,0,1500,132.3799994,12,1,0,4,15,0,1,4.281549026,100,1,4,1,1,1,3,4
21,Blueville,4,16,1,1,0,0,1500,131.6057189,23,0,0,4,35,0,0,4.282814505,80,0,3,1,1,0,3,3
28,Greenville,4,32,0,0,3,0,800,10.05564318,6,1,0,3,7,1,0,4.287494306,45,1,2,2,1,0,2,4
38,Greenville,4,86,0,0,3,0,NA,16.04029239,19,1,1,1,0,0,0,4.288050963,50,0,3,1,1,0,1,1
21,Blueville,4,2,1,0,0,0,800,173.1304242,33,0,0,3,25,1,0,4.288677726,0,0,3,2,0,0,3,2
23,Greenville,4,86,0,0,3,1,700,19.11491775,4,1,0,3,7,1,0,4.291175975,40,0,3,1,0,0,3,4
22,Blueville,4,18,0,1,3,0,NA,83.83052246,8,1,0,3,5,1,1,4.292190937,60,0,2,2,1,0,2,1
21,Blueville,4,10,1,0,0,0,120,38.66351455,28,0,0,2,12,1,0,4.29820618,60,0,2,2,1,1,2,3
39,Greenville,4,28,0,1,3,0,600,90.66882384,18,1,1,1,0,1,0,4.307038788,30,0,2,2,1,0,2,3
18,Blueville,4,34,1,1,0,0,1500,184.9388083,19,0,0,3,2,0,0,4.3073516,80,0,1,3,1,1,4,3
42,Greenville,4,85,1,1,3,1,2000,20.69239993,8,1,0,3,7,1,1,4.313759808,90,1,2,2,1,0,3,4
38,Greenville,4,53,0,0,3,0,500,15.44701293,8,1,0,3,0,0,0,4.314662095,20,1,2,2,1,0,3,3
26,Blueville,4,23,1,1,0,0,900,163.7062783,19,0,0,1,14,1,0,4.3210496,50,0,4,1,1,0,3,4
29,Greenville,4,65,0,0,3,1,1200,15.79822758,5,1,1,3,4,1,0,4.321292817,100,0,2,2,0,1,2,4
21,Greenville,4,58,1,1,0,1,1500,99.4716599,25,0,1,2,0,1,0,4.325684568,80,0,4,1,0,1,2,3
34,Blueville,4,45,1,1,3,0,1200,39.68405031,20,1,0,3,5,0,1,4.326992018,55,0,2,2,1,1,2,3
20,Blueville,4,45,1,1,0,0,1000,82.81414195,38,0,0,1,10,1,0,4.328226855,75,0,4,2,1,1,2,4
20,Blueville,4,14,1,0,0,1,1500,35.54457179,46,0,0,3,0,1,0,4.328571384,50,0,3,2,1,0,3,3
40,Blueville,4,23,1,1,3,1,700,110.9383752,17,1,0,1,28,1,0,4.328956595,100,0,4,1,1,1,3,4
27,Blueville,3,23,1,1,3,1,800,100.6581113,21,1,0,3,30,0,1,4.332121163,15,0,3,1,0,0,2,3
33,Blueville,4,45,1,1,3,1,1100,210.8212582,3,1,1,3,15,0,1,4.333337038,20,1,2,1,1,1,2,3
20,Greenville,4,87,1,1,0,0,NA,16.3922026,10,0,0,3,7,0,0,4.335596446,50,0,2,1,1,1,1,1
21,Blueville,4,45,0,1,0,0,800,37.37509967,6,0,0,1,14,0,0,4.338890654,100,0,4,1,1,0,3,3
18,Blueville,4,18,1,1,0,0,1500,48.20347788,43,0,0,2,0,1,0,4.34408388,80,0,3,2,1,0,2,3
53,Blueville,4,24,1,1,0,0,800,6.0421039,20,1,0,4,15,1,1,4.351557159,60,1,4,2,1,0,4,4
23,Blueville,4,7,1,0,0,1,1000,164.2671508,15,0,0,4,7,1,0,4.35508835,100,0,4,1,1,0,2,4
20,Blueville,4,72,1,1,0,0,800,58.36459924,23,0,0,3,21,1,1,4.358133285,60,0,3,2,0,0,1,2
25,Blueville,4,7,0,0,3,0,800,113.308982,20,1,0,1,14,1,0,4.360033947,60,0,4,1,1,0,2,3
26,Blueville,4,36,0,0,3,1,1100,42.04695736,15,1,0,1,15,0,0,4.360919885,60,0,4,1,1,0,2,4
24,Greenville,4,58,0,1,3,1,NA,4.690639775,8,1,1,3,2,1,0,4.370805553,50,0,2,2,1,1,2,1
31,Blueville,4,55,1,0,0,0,NA,199.0951729,9,1,1,4,14,0,1,4.373059259,100,1,3,2,1,0,3,1
20,Blueville,3,24,1,1,0,1,1500,173.3778961,19,0,0,1,2,1,0,4.375684433,1,0,4,3,1,0,4,3
31,Blueville,4,50,0,0,1,1,1000,125.8141684,21,1,0,1,4,1,0,4.377401593,20,0,4,1,1,1,2,3
26,Greenville,4,41,1,0,3,0,1200,19.47741632,25,1,1,2,2,1,0,4.378726609,100,0,4,2,1,1,3,2
41,Greenville,4,25,1,1,3,0,700,4.811277282,15,1,0,4,1,0,0,4.379353368,40,0,3,2,0,1,3,4
20,Blueville,4,10,1,0,0,0,1000,41.96476063,10,0,0,2,21,0,0,4.38103547,60,0,4,2,1,0,2,2
23,Blueville,4,45,1,1,3,0,1500,46.40124421,20,1,0,3,7,0,0,4.385946666,60,0,1,2,1,1,3,2
21,Blueville,4,72,1,1,0,1,1000,33.25716566,21,0,0,2,2,1,1,4.387161986,2,0,2,1,0,1,3,4
21,Blueville,4,18,0,1,0,1,1500,98.03666996,38,0,0,3,2,1,0,4.389745032,2,0,4,1,0,1,3,3
22,Greenville,4,65,1,0,1,1,500,9.885616032,4,1,0,1,0,1,0,4.391321309,78,0,4,2,1,0,1,4
19,Blueville,4,45,1,1,0,0,NA,32.61725104,31,0,1,1,14,1,0,4.393401526,40,0,4,1,1,0,2,1
21,Blueville,4,7,1,0,0,0,1000,100.7401241,20,0,0,3,7,1,0,4.393460037,40,0,1,2,1,1,3,4
20,Blueville,4,34,1,1,0,0,500,183.1484375,19,0,1,4,2,1,0,4.393849168,100,0,4,1,1,1,2,2
26,Greenville,4,28,0,1,3,1,1400,100.5569192,13,1,0,4,2,1,0,4.397227564,50,0,2,1,1,1,3,3
23,Blueville,4,23,1,1,3,1,1000,118.0517829,4,1,0,4,7,1,1,4.39838061,45,0,3,1,1,1,3,2
25,Blueville,4,54,0,1,3,1,NA,42.12080657,20,1,0,1,7,0,0,4.400889332,60,0,4,1,0,0,1,1
38,Blueville,4,60,1,0,3,0,1000,25.9878335,13,1,0,3,25,1,0,4.401118239,60,1,2,2,1,0,3,2
19,Greenville,4,65,1,0,0,1,1200,36.18580537,17,0,0,3,0,1,0,4.402651913,5,0,4,1,1,1,2,3
43,Blueville,4,72,1,1,2,0,NA,107.6821821,23,1,1,1,15,0,1,4.407441658,5,0,4,2,1,0,1,1
20,Blueville,4,83,0,1,1,1,NA,126.7679099,3,1,0,4,21,1,1,4.411762474,78,0,4,1,1,0,1,1
24,Greenville,4,9,0,0,3,1,700,87.48871535,12,1,1,2,2,1,1,4.41627965,50,1,2,2,0,1,2,2
53,Greenville,4,86,0,0,3,0,500,16.01214784,43,1,1,3,1,0,0,4.419202669,70,0,2,1,1,0,3,2
20,Greenville,3,85,1,1,0,1,1100,20.68530361,16,0,0,4,0,1,0,4.424052549,50,0,4,1,1,0,2,3
24,Blueville,4,39,1,0,3,1,1500,197.5949484,21,1,0,4,7,1,0,4.42575934,75,0,2,1,1,0,2,4
19,Blueville,3,43,1,0,3,1,900,193.9861541,2,1,0,3,21,1,1,4.43168453,60,0,3,2,0,0,2,3
23,Blueville,4,34,1,1,3,1,1000,56.86420507,17,1,0,4,5,1,0,4.434619811,25,0,4,1,0,1,1,3
32,Blueville,4,72,0,1,3,1,NA,91.05890968,20,1,1,4,1,1,0,4.438774604,100,0,3,2,1,1,1,1
23,Blueville,4,61,1,1,3,1,800,199.5125257,22,1,0,3,0,1,0,4.441184938,25,0,4,1,1,0,2,3
24,Blueville,4,31,1,0,0,0,1600,183.1033652,18,0,1,4,10,0,0,4.443703149,75,0,3,1,1,1,4,3
27,Blueville,4,10,1,0,3,1,NA,181.3930067,8,1,0,4,21,1,0,4.448513528,40,0,4,1,1,0,1,1
25,Greenville,4,38,0,1,3,1,700,19.50888953,8,1,1,1,0,1,0,4.449662198,50,0,4,1,1,0,3,3
23,Greenville,4,11,1,1,0,0,1200,14.68302562,18,0,1,3,0,1,0,4.450255879,50,0,3,1,1,0,1,2
23,Blueville,4,43,1,0,0,0,1000,183.8415898,29,0,1,1,7,1,0,4.451193288,40,0,4,1,0,0,2,2
20,Greenville,4,86,0,0,0,0,NA,15.09796228,15,0,1,3,3,0,0,4.453837117,65,0,2,2,1,1,1,1
28,Blueville,2,24,1,1,1,0,5000,112.9866136,21,1,0,1,28,1,0,4.462577285,5,0,4,1,1,1,3,2
21,Blueville,4,45,1,1,0,0,1200,131.7817755,14,0,0,3,7,1,0,4.46956012,10,0,2,2,0,1,4,4
26,Blueville,4,83,0,1,3,1,600,124.7800139,27,1,0,4,14,1,0,4.472423228,40,0,4,1,1,0,2,4
19,Blueville,4,10,1,0,0,1,1000,48.88419542,38,0,0,4,7,1,0,4.472541824,50,0,4,1,1,1,1,2
20,Greenville,4,11,1,1,3,1,1300,5.275215497,4,1,1,4,0,1,0,4.475604402,70,0,2,3,1,1,3,3
20,Blueville,1,14,0,0,3,1,1200,131.8440871,20,1,0,3,12,1,0,4.476637341,20,0,4,2,0,0,3,3
19,Greenville,4,11,1,1,0,1,1200,14.67457119,15,0,1,3,0,1,0,4.476857841,50,0,4,1,1,0,3,3
19,Blueville,4,2,1,0,0,0,900,122.0895315,15,0,0,3,29,0,1,4.477679351,50,0,3,2,1,1,1,2
26,Greenville,4,85,1,1,3,1,NA,20.67594512,2,1,1,3,7,1,0,4.477768768,100,0,2,1,1,1,1,1
37,Blueville,4,19,1,1,3,0,1200,47.3143785,12,1,0,2,5,1,0,4.480701042,40,0,2,2,0,0,3,3
30,Blueville,4,23,0,1,3,1,1000,100.6711011,21,1,0,4,14,0,0,4.483302684,60,0,3,1,1,0,3,4
40,Blueville,4,36,0,0,3,0,700,172.5918447,15,1,0,3,9,1,1,4.489356329,60,1,2,2,1,1,2,2
19,Blueville,4,61,1,1,0,1,800,192.5187512,17,0,0,2,12,1,0,4.490801382,60,0,3,2,1,0,3,4
21,Blueville,4,18,0,1,0,0,1000,98.07376238,20,0,0,3,2,1,0,4.492151378,60,0,3,2,1,1,2,3
22,Blueville,4,16,0,1,0,0,1300,44.01047837,20,0,0,4,4,0,0,4.498232758,50,0,4,1,1,1,4,4
21,Blueville,4,54,1,1,3,1,800,47.70216151,21,1,0,1,28,1,1,4.502256399,50,0,4,1,1,0,2,4
26,Blueville,4,45,1,1,1,0,1200,83.91860815,15,1,0,3,21,0,0,4.504577349,70,1,2,2,1,1,2,4
46,Greenville,4,75,0,1,3,1,NA,7.330818012,25,1,0,3,2,1,1,4.505698801,40,1,2,1,1,1,3,1
28,Blueville,4,10,1,0,3,1,800,132.4995604,8,1,0,4,14,1,0,4.506198632,40,0,3,1,1,0,2,3
23,Greenville,4,6,1,1,0,0,1000,15.55432563,22,0,0,2,2,0,0,4.508019267,50,0,4,1,1,0,2,2
38,Blueville,4,7,0,0,3,1,1000,76.81686737,10,1,0,4,14,1,1,4.51047745,30,1,1,1,1,1,4,4
20,Blueville,4,51,1,1,0,0,4000,107.0660785,19,0,1,4,21,1,0,4.516543174,50,0,4,1,1,0,2,4
25,Blueville,4,45,0,1,3,0,1000,39.68187173,12,1,0,3,5,0,1,4.516820386,75,0,4,1,1,1,3,2
25,Blueville,4,16,1,1,0,1,800,44.02895482,38,0,0,3,25,1,1,4.517852339,60,0,3,2,0,1,2,2
23,Blueville,4,60,1,0,0,0,800,26.3398692,10,0,1,4,4,0,1,4.518456672,70,0,3,2,1,0,1,2
19,Blueville,4,3,1,1,0,1,800,6.972484912,17,0,0,1,7,1,0,4.522156318,0,0,4,1,1,0,3,4
26,Blueville,4,19,1,1,3,1,800,26.82184355,20,1,1,1,10,1,0,4.524314198,12,0,3,1,1,1,2,3
35,Greenville,4,86,1,0,3,0,1200,20.7936372,15,1,0,4,2,0,0,4.524876473,30,1,3,3,1,1,3,4
24,Blueville,4,83,1,1,3,1,800,131.674583,6,1,0,4,2,1,1,4.530394681,70,0,4,1,1,1,2,2
23,Blueville,4,36,1,0,3,0,NA,66.23180662,17,1,1,1,4,1,0,4.532616907,40,1,3,1,1,0,4,1
31,Greenville,4,28,0,1,3,0,1000,90.6210855,6,1,0,4,3,1,1,4.532903528,50,0,2,1,1,0,3,4
23,Blueville,4,16,1,1,0,1,900,131.6205574,19,0,0,1,3,1,1,4.536789309,100,0,1,2,1,0,2,2
20,Blueville,4,10,1,0,0,0,1000,170.7747088,3,0,0,4,35,0,0,4.538737948,60,0,4,1,1,0,2,4
23,Blueville,4,61,0,1,3,1,800,95.52868225,6,1,0,4,14,1,1,4.539660211,100,0,3,1,1,1,3,4
26,Greenville,4,9,1,0,3,1,800,3.946317988,2,1,1,3,0,1,0,4.539712321,60,0,4,2,0,1,1,4
28,Blueville,4,24,1,1,3,1,800,132.5732633,21,1,0,3,7,0,1,4.541937252,12,0,4,2,1,1,3,4
39,Greenville,4,25,0,1,3,0,500,20.44568873,16,1,0,2,1,0,0,4.542699516,60,1,2,2,1,0,2,3
40,Blueville,4,27,0,0,3,1,1000,163.7708536,20,1,0,4,4,1,1,4.543731362,100,1,1,1,1,1,3,2
25,Greenville,4,71,1,0,3,1,400,70.9081194,3,1,0,3,7,0,0,4.543819256,50,0,2,1,1,1,2,3
24,Blueville,3,23,1,1,3,1,1200,132.6873984,2,1,0,2,21,1,1,4.544094723,2,0,4,1,0,0,2,4
22,Greenville,4,21,1,1,0,0,1800,34.86274851,3,0,0,4,10,1,0,4.54608589,50,0,3,2,1,0,2,4
24,Blueville,4,50,1,0,3,1,1600,117.9840745,6,1,0,3,2,1,1,4.547518817,25,0,3,2,1,1,3,4
26,Blueville,3,7,1,0,0,0,900,129.9440332,19,1,0,3,12,1,1,4.547624734,60,1,2,3,1,0,2,4
56,Blueville,4,16,0,1,3,0,500,213.063587,20,1,0,1,14,0,0,4.548943895,22,0,4,1,1,1,3,3
19,Blueville,4,36,1,0,1,1,950,8.046665201,19,1,0,4,15,1,0,4.551628179,80,0,4,1,1,1,3,2
40,Blueville,4,23,0,1,3,1,900,124.0677037,10,1,0,1,14,0,0,4.556140409,40,0,4,1,1,0,2,3
21,Greenville,4,70,1,1,0,1,600,4.38477131,10,0,1,3,1,0,0,4.55798704,100,0,2,2,0,1,1,2
40,Blueville,4,56,0,1,0,0,1500,149.563289,40,1,1,4,14,1,1,4.5590872,60,0,2,2,1,1,3,4
27,Blueville,4,16,0,1,3,0,1200,44.01762771,23,1,0,3,3,0,1,4.560879111,100,1,2,2,0,1,2,2
25,Greenville,4,32,1,0,3,1,1500,18.70887519,8,1,0,1,0,1,0,4.561097384,40,0,4,1,1,0,3,4
21,Blueville,4,35,1,0,0,0,1000,133.1474702,18,0,0,1,2,0,0,4.561278093,40,0,1,1,1,1,3,3
45,Greenville,3,87,0,1,3,1,600,16.39429269,10,1,0,4,5,0,0,4.56194956,30,1,2,2,1,1,3,2
20,Blueville,4,34,0,1,0,0,800,81.90601835,5,0,1,4,5,0,0,4.563328651,100,0,4,2,1,1,1,4
33,Greenville,4,46,0,0,3,0,800,3.788940738,1,1,0,3,0,1,0,4.567786255,50,1,2,2,1,0,3,3
53,Blueville,4,39,0,0,3,0,1000,182.399357,30,1,0,4,35,1,0,4.569804962,20,0,2,2,1,0,3,4
21,Blueville,4,10,1,0,0,0,1000,38.66741602,8,0,0,2,21,1,0,4.57148352,60,0,3,2,0,0,1,4
39,Blueville,4,10,1,0,0,0,1000,181.2603965,23,1,0,2,21,0,0,4.572719049,20,0,2,2,1,1,1,3
28,Blueville,4,45,1,1,3,1,1200,67.76903543,5,1,0,3,2,0,0,4.57703474,70,0,2,1,1,0,4,4
23,Blueville,4,72,1,1,0,1,NA,114.9277513,20,0,0,3,2,1,0,4.578636715,5,0,4,2,1,0,1,1
25,Blueville,4,45,1,1,1,1,800,40.63906878,20,1,0,1,28,1,0,4.580261944,100,0,4,1,1,1,3,4
35,Greenville,3,86,0,0,3,1,700,16.00855398,12,1,1,3,3,0,0,4.583907442,50,1,2,2,1,0,3,2
48,Greenville,4,8,0,1,2,1,900,21.61785709,26,0,0,3,0,1,0,4.593727183,70,0,2,2,0,0,3,3
25,Blueville,4,29,1,1,3,1,1000,92.72086783,8,1,0,4,1,1,0,4.597107832,70,0,1,1,1,1,3,4
22,Greenville,4,46,1,0,0,0,1300,42.311864,19,0,0,3,2,1,0,4.597895298,100,0,3,2,1,0,3,4
69,Greenville,4,79,0,0,1,0,500,15.99660891,18,1,0,3,0,1,0,4.604736318,50,0,2,2,1,0,2,2
27,Greenville,4,65,1,0,3,0,700,35.83031851,23,1,0,1,0,0,0,4.605656253,2,0,4,1,0,1,3,4
24,Blueville,3,20,1,0,0,1,1200,112.9724244,20,0,0,4,14,1,0,4.605658579,70,0,3,1,1,0,1,4
19,Blueville,4,55,1,0,0,0,NA,91.26393473,16,0,0,1,2,1,0,4.607168033,60,0,4,1,0,1,3,1
27,Blueville,4,51,0,1,3,1,800,107.0660344,20,1,1,3,20,1,1,4.608457053,20,0,4,1,1,1,2,2
34,Blueville,3,24,1,1,0,0,1200,129.7209475,21,1,0,1,7,1,0,4.614831146,60,0,4,1,1,0,3,2
28,Blueville,4,24,0,1,3,1,700,173.3803296,17,1,0,4,21,0,0,4.618780222,10,0,4,1,1,1,3,2
23,Blueville,4,50,1,0,3,1,1000,117.9829483,4,1,0,3,2,1,1,4.625725147,60,0,3,1,1,0,1,3
25,Blueville,4,51,1,1,1,1,1000,110.8511972,22,1,0,4,14,1,0,4.627510384,40,0,2,1,1,1,2,3
